#,单词,音标,解释,笔记,选中次数,正确次数,是否训练
209,agreeable,英:/əˈɡriːəbl/ 美:/əˈɡriːəbl/,"adj. 欣然同意的 令人愉快的, 惬意的",,0,0,1
210,agreeably,英:/ə'ɡri:əbli/ 美:/əˈɡriəblɪ/,"adv. 令人愉快地,惬意地 同意地;一致地",,0,0,1
211,agreed,英:/ə'griːd/ 美:/ə'grid/,adj. 同意的；通过协议的 v. 同意；赞成（agree的过去式）,,0,0,1
212,agreement,英:/əˈɡriːmənt/ 美:/əˈɡriːmənt/,"n. 协定, 协议, 契约 达成协议 同意",,0,0,1
213,agricultural,英:/ˌæɡrɪˈkʌltʃərəl/ 美:/ˌæɡrɪˈkʌltʃərəl/,adj. 农业的,,0,0,1
214,agriculture,英:/ˈæɡrɪkʌltʃə(r)/ 美:/ˈæɡrɪkʌltʃər/,n. 农业；农学；农艺,,0,0,1
215,ahead,英:/əˈhed/ 美:/əˈhed/,adv. 向前；预先；领先 adj. 向前的；领先的,,0,0,1
216,aid,英:/eɪd/ 美:/eɪd/,n. 帮助；援助；助手；帮助者 vt. 帮助；援助；有助于,,0,0,1
217,AIDS,/eɪdz/,abbr. 艾滋病；获得性免疫缺乏综合症（Acquired Immure Deficiency Syndrome）,,0,0,1
218,ailment,英:/'eɪlm(ə)nt/ 美:/'elmənt/,n. 小病；不安,,0,0,1
219,aim,英:/eɪm/ 美:/eɪm/,vt. 把…对准；目的在于；引导 vi. 对准目标；打算,,0,0,1
220,aimless,英:/'eɪmlɪs/ 美:/'emləs/,adj. 没有目标的，无目的的,,0,0,1
221,air,英:/eə/ 美:/ɛr/,n. 空气，大气；曲调；天空；样子 vt. 使通风，晾干；夸耀,,0,0,1
222,aircraft,英:/ˈeəkrɑːft/ 美:/ˈerkræft/,n. 飞机，航空器,,0,0,1
223,airline,英:/ˈeəlaɪn/ 美:/ˈerlaɪn/,n. 航空公司；航线 adj. 航线的,,0,0,1
224,airliner,英:/'eəlaɪnə/ 美:/'ɛrlaɪnɚ/,n. 班机；大型客机,,0,0,1
225,airmail,英:/'eəmeɪl/ 美:/'ɛrmel/,n. 航空邮件；航空邮政 v. 航空邮寄,,0,0,1
226,airplane,英:/ˈeəpleɪn/ 美:/ˈerpleɪn/,n. 飞机,,0,0,1
227,airport,英:/'eəpɔːt/ 美:/'ɛr'pɔrt/,n. 机场；航空站,,0,0,1
228,airway,英:/'eəweɪ/ 美:/'ɛrwe/,n. 导气管；空中航线；通风孔,,0,0,1
229,aisle,英:/aɪl/ 美:/aɪl/,n. 通道，走道；侧廊,,0,0,1
230,ajar,英:/ə'dʒɑː/ 美:/ə'dʒɑr/,adj. 微开的；半开的；不和谐的 adv. 微开地；半开地；不协调地,,0,0,1
231,alarm,英:/əˈlɑːm/ 美:/əˈlɑːrm/,n. 警报，警告器；惊慌 vt. 警告；使惊恐,,0,0,1
232,alarming,英:/ə'lɑːmɪŋ/ 美:/ə'lɑrmɪŋ/,adj. 令人担忧的；使人惊恐的 v. 使惊恐（alarm的ing形式）,,0,0,1
233,alas,英:/ə'læs/ 美:/ə'læs/,int. 唉（表悲伤、遗憾、恐惧、关切等等）,,0,0,1
234,album,英:/ˈælbəm/ 美:/ˈælbəm/,n. 相簿；唱片集；集邮簿；签名纪念册,,0,0,1
235,alcohol,英:/ˈælkəhɒl/ 美:/ˈælkəhɔːl/,n. 酒精，乙醇,,0,0,1
236,alcoholic,英:/ˌælkəˈhɒlɪk/ 美:/ˌælkəˈhɑːlɪk/,adj. 酒精的；含酒精的；酗酒的 n. 酗酒者,,0,0,1
237,alcoholism,英:/'ælkəhɒlɪz(ə)m/ 美:/'ælkəhɔlɪzəm/,n. 酒精中毒,,0,0,1
238,ale,英:/eɪl/ 美:/eɪl/,n. 麦芽酒,,0,0,1
239,alert,英:/əˈlɜːt/ 美:/əˈlɜːrt/,vt. 使警觉，使意识到；警告 adj. 警惕的，警觉的；留心的,,0,0,1
240,algebra,英:/ˈældʒɪbrə/ 美:/ˈældʒɪbrə/,n. 代数学,,0,0,1
241,alien,英:/ˈeɪliən/ 美:/ˈeɪliən/,adj. 外国的；相异的，性质不同的；不相容的 n. 外星人；外国人，外侨,,0,0,1
242,alienate,英:/ˈeɪliəneɪt/ 美:/ˈeɪliəneɪt/,vt. 使疏远，离间；让与,,0,0,1
243,alienation,英:/ˌeɪliəˈneɪʃn/ 美:/ˌeɪliəˈneɪʃn/,"n. 离间,疏远 (觉得周围环境与自己格格不入的)疏离感；离心离德",,0,0,1
244,alignment,英:/ə'laɪnm(ə)nt/ 美:/ə'laɪnmənt/,n. 排成直线,,0,0,1
245,alike,英:/əˈlaɪk/ 美:/əˈlaɪk/,adj. 相同的；相似的 adv. 以同样的方式；类似于,,0,0,1
246,alive,英:/əˈlaɪv/ 美:/əˈlaɪv/,adj. 活着的；活泼的；有生气的,,0,0,1
247,all,英:/ɔːl/ 美:/ɔl/,adj. 全部的 adv. 越发；全然地,,1,1,1
248,allergic,英:/əˈlɜːdʒɪk/ 美:/əˈlɜːrdʒɪk/,adj. 对…过敏的；对…极讨厌的,,0,0,1
249,allergy,英:/'ælədʒɪ/ 美:/'ælɚdʒi/,n. 过敏症；[口]反感；厌恶,,0,0,1
250,alleviate,英:/əˈliːvieɪt/ 美:/əˈliːvieɪt/,vt. 减轻；使 ... 缓和,,1,0,1
251,alliance,英:/əˈlaɪəns/ 美:/əˈlaɪəns/,n. 联盟，联合；联姻,,0,0,1
252,allied,英:/ˈælaɪd/ 美:/ˈælaɪd/,adj. 同盟的；联合的；与…同属一系 v. 联合（ally的过去分词）,,0,0,1
253,allocate,英:/ˈæləkeɪt/ 美:/ˈæləkeɪt/,vt. 分配；拨出； vi. 分配；指定,,0,0,1
254,allocation,英:/ælə'keɪʃ(ə)n/ 美:/ˌælə'keʃən/,"n. 配给, 分配, 拨出 分配额(或量)",,0,0,1
255,allot,英:/əˈlɒt/ 美:/əˈlɑːt/,vt. 分配；拨给；分派,,0,0,1
256,allotment,英:/ə'lɒtm(ə)nt/ 美:/ə'lɑtmənt/,"n. 分配,分派,拨款 份额；份儿;分配物 (从军饷或海员薪水中扣除的)养家费",,0,0,1
257,allow,英:/əˈlaʊ/ 美:/əˈlaʊ/,vt. 允许；认可；给予 vi. 容许；考虑,,0,0,1
258,allowance,英:/əˈlaʊəns/ 美:/əˈlaʊəns/,n. 零用钱；津贴；限额，定量；允许；折扣；考虑,,0,0,1
259,alloy,英:/ˈælɔɪ/ 美:/ˈælɔɪ/,n. 合金 vt. 使成合金；使降低，贬损；掺以杂质 vi. 有合金能力,,0,0,1
260,all-time,英:/'ɔ:ltaim/ 美:/ˈɔlˈtaɪm/,adj. 空前的；全时工作的,,0,0,1
261,ally,英:/ˈælaɪ/ 美:/ˈælaɪ/,n. 同盟国；同盟者；助手；伙伴 vt. 使联盟；使联合,,0,0,1
262,almost,英:/'ɔːlməʊst/ 美:/'ɔlmost/,adv. 差不多，几乎,,0,0,1
263,alone,英:/ə'ləʊn/ 美:/ə'lon/,adj. 单独的；孤独的；独自的 adv. 独自地；单独地,,0,0,1
264,along,英:/ə'lɒŋ/ 美:/ə'lɔŋ/,adv. 向前；一起；来到 prep. 沿着；顺着,,0,0,1
265,alongside,英:/əˌlɒŋˈsaɪd/ 美:/əˌlɔːŋˈsaɪd/,adv. 在旁边 prep. 在 ... 旁边,,0,0,1
266,aloud,英:/ə'laʊd/ 美:/ə'laʊd/,adv. 大声地；出声地,,0,0,1
267,alphabet,英:/ˈælfəbet/ 美:/ˈælfəbet/,n. 字母表，字母系统；入门，初步,,0,0,1
268,also,英:/'ɔːlsəʊ/ 美:/'ɔlso/,adv. 也；同样；而且 conj. 并且；另外,,0,0,1
269,alter,英:/ˈɔːltə(r)/ 美:/ˈɔːltər/,vt. 改变，更改 vi. 改变；修改,,0,0,1
270,alternate,英:/ɔːlˈtɜːnət/ 美:/ˈɔːltərnət/,v. 交替；轮流 adj. 间隔的；轮流的；交替的 n. 代替者；供替代的选择,,0,0,1
271,alternation,英:/ˌɔːltə'neɪʃən/ 美:/ˌɔltɚ'neʃən/,n. 交互；轮流；间隔,,0,0,1
272,alternative,英:/ɔːlˈtɜːnətɪv/ 美:/ɔːlˈtɜːrnətɪv/,"adj.  可供选择的, 可供替代的；非传统的 n. 可供选择的事物；替代物",,0,0,1
273,although,英:/ɔːl'ðəʊ/ 美:/ɔl'ðo/,conj. 虽然，尽管,,0,0,1
274,altitude,英:/ˈæltɪtjuːd/ 美:/ˈæltɪtuːd/,n. 高度；高地；[数]顶垂线；（等级和地位等的）高级,,0,0,1
275,altogether,英:/ˌɔːltəˈɡeðə(r)/ 美:/ˌɔːltəˈɡeðər/,"adv. 全部地, 完全地 总共 总而言之",,0,0,1
276,aluminum,英:/əˈluːmɪnəm/ 美:/əˈluːmɪnəm/,n. 铝,,0,0,1
277,always,英:/'ɔːlweɪz/ 美:/'ɔlwez/,adv. 总是；永远，一直；常常,,0,0,1
278,amateur,英:/ˈæmətə(r)，ˈæmətʃə(r)/ 美:/ˈæmətər，ˈæmətʃər/,"adj. 业余的, 非职业的 外行的 n. 业余爱好者 外行, 生手",,1,0,1
279,amaze,英:/əˈmeɪz/ 美:/əˈmeɪz/,vt. 使吃惊,,0,0,1
280,amazement,英:/əˈmeɪzmənt/ 美:/əˈmeɪzmənt/,"n. 惊奇, 惊愕",,0,0,1
281,ambassador,英:/æmˈbæsədə(r)/ 美:/æmˈbæsədər/,n. 大使；代表,,1,0,1
282,ambient,英:/'æmbɪənt/ 美:/'æmbɪənt/,adj. 周围的；环绕的；外界的 n. 周围环境,,0,0,1
283,ambiguity,英:/ˌæmbɪˈɡjuːəti/ 美:/ˌæmbɪˈɡjuːəti/,n. 歧义;意义不明确 模棱两可的意思；模棱两可的话;含糊话,,0,0,1
284,ambiguous,英:/æmˈbɪɡjuəs/ 美:/æmˈbɪɡjuəs/,adj. 模棱两可的；含糊不清的,,0,0,1
285,ambition,英:/æmˈbɪʃn/ 美:/æmˈbɪʃn/,n. 野心，雄心；抱负，志向 vt. 有…野心；追求,,0,0,1
286,ambitious,英:/æmˈbɪʃəs/ 美:/æmˈbɪʃəs/,"adj. 有抱负的, 雄心勃勃的 有野心的",,0,0,1
287,ambulance,英:/ˈæmbjələns/ 美:/ˈæmbjələns/,n. 救护车,,1,1,1
288,amend,英:/əˈmend/ 美:/əˈmend/,vt. 修正；改进,,0,0,1
289,amendment,英:/əˈmendmənt/ 美:/əˈmendmənt/,"n. 修改, 改动;修正案",,0,0,1
290,amends,英:/ə'men(d)z/ 美:/ə'mɛndz/,n. 赔偿；赔罪 v. 改进；修订（amend的第三人称单数）,,0,0,1
291,America,/ə'merikə/,n. 美洲（包括北美和南美洲）；美国,,0,0,1
292,American,/ə'merikən/,n. 美国人 adj. 美国的,,0,0,1
293,amiable,英:/ˈeɪmiəbl/ 美:/ˈeɪmiəbl/,adj. 和蔼可亲的，亲切的,,0,0,1
294,amicable,英:/ˈæmɪkəbl/ 美:/ˈæmɪkəbl/,adj. 友善的；友好的,,0,0,1
295,amid,英:/əˈmɪd/ 美:/əˈmɪd/,prep. 在其中，在其间,,0,0,1
296,ammunition,英:/ˌæmjuˈnɪʃn/ 美:/ˌæmjuˈnɪʃn/,"n. 弹药, 军火",,0,0,1
297,among,英:/ə'mʌŋ/ 美:/ə'mʌŋ/,prep. 在…中间；在…之中,,0,0,1
298,amount,英:/əˈmaʊnt/ 美:/əˈmaʊnt/,vi. 总计，合计；共计；相当于；产生…结果 n. 数量；总额，总数,,0,0,1
299,ampere,英:/ˈæmpɛə/ 美:/ˈæmˌpɪr/,n. 安培（计算电流强度的标准单位）,,0,0,1
300,ample,英:/ˈæmpl/ 美:/ˈæmpl/,adj. 丰富的；足够的；宽敞的,,0,0,1
301,amplification,英:/ˌæmplɪfɪ'keɪʃən/ 美:/ˌæmpləfə'keʃən/,"n. 扩大 发挥,详述 振幅;放大率",,0,0,1
302,amplifier,英:/ˈæmplɪfaɪə(r)/ 美:/ˈæmplɪfaɪər/,"n. 扩音器, 放大器 扩大的人；详述者",,0,0,1
303,amplify,英:/ˈæmplɪfaɪ/ 美:/ˈæmplɪfaɪ/,vt. 放大，扩大；增强；详述 vi. 详述,,0,0,1
304,amuse,英:/əˈmjuːz/ 美:/əˈmjuːz/,vt. 使发笑；消遣；娱乐；使愉快,,0,0,1
305,amusement,英:/ə'mjuːzm(ə)nt/ 美:/ə'mjuzmənt/,"n. 娱乐, 乐趣 娱乐活动, 文娱活动",,0,0,1
306,analogue,英:/ˈænəlɒɡ/ 美:/ˈænəlɔːɡ/,n. 类似物；类似情况；对等的人 adj. 类似的；相似物的；模拟计算机的,,0,0,1
307,analogy,英:/əˈnælədʒi/ 美:/əˈnælədʒi/,n. 类似；类推；类比,,0,0,1
308,analysis,英:/əˈnæləsɪs/ 美:/əˈnæləsɪs/,n. 细察；分析；分析报告；分析结果,,0,0,1
309,analytical,英:/ænə'lɪtɪk(ə)l/ 美:/ˌænə'lɪtɪkl/,adj. 分析的；解析的；善于解析的,,0,0,1
310,analyze,英:/ˈænəlaɪz/ 美:/ˈænəlaɪz/,vt. 对…进行分析，分解（等于analyse）,,0,0,1
311,anatomy,英:/əˈnætəmi/ 美:/əˈnætəmi/,n. 解剖学；剖析；[医]解剖；骨骼,,0,0,1
312,ancestor,英:/ˈænsestə(r)/ 美:/ˈænsestər/,n. 始祖，祖先；被继承人,,0,0,1
313,anchor,英:/ˈæŋkə(r)/ 美:/ˈæŋkər/,n. 锚；靠山；新闻节目主播；抛锚停泊 vt. 抛锚；使固定；主持节目,,0,0,1
314,ancient,英:/'eɪnʃ(ə)nt/ 美:/'enʃənt/,adj. 古代的；古老的，过时的；年老的 n. 老人；古代人,,0,0,1
315,and,英:/ænd/ 美:/ænd/,conj. 和，与；而且；然后；就；但是,,0,0,1
316,anecdote,英:/ˈænɪkdəʊt/ 美:/ˈænɪkdoʊt/,n. 奇闻；轶事；秘史,,0,0,1
317,angel,英:/ˈeɪndʒl/ 美:/ˈeɪndʒl/,n. 天使；守护神；善人 vt. [美俚]出钱支持,,0,0,1
318,anger,英:/ˈæŋɡə(r)/ 美:/ˈæŋɡər/,n. 怒，愤怒；忿怒 vt. 使发怒，激怒；恼火,,0,0,1
319,angle,英:/ˈæŋɡl/ 美:/ˈæŋɡl/,n. 角，角度；视角；立场；角铁；（古）鱼钩 v. 斜移；从……角度提供信息；钓鱼；谋取,,0,0,1
320,angry,英:/'æŋgrɪ/ 美:/'æŋɡri/,adj. 生气的；愤怒的；狂暴的；（伤口等）发炎的,,0,0,1
321,angular,英:/ˈæŋɡjʊlə，ˈæŋɡjələ(r)/ 美:/ˈæŋgjulər，ˈæŋgjələr/,adj. 有角的；生硬的，笨拙的；瘦削的,,0,0,1
322,animal,英:/'ænɪm(ə)l/ 美:/'ænɪml/,n. 动物,,0,0,1
323,animate,英:/ˈænɪmət，ˈænɪmeɪt/ 美:/ˈænəmət，ˈænɪmeɪt/,v. 使具活力；使生气勃勃；把…制作成动画片 adj. 有生命的；有活力的；有生气的,,0,0,1
324,animation,英:/ˌænɪˈmeɪʃn/ 美:/ˌænɪˈmeɪʃn/,n. 活泼；生气；兴奋；动画片；动画片制作,,0,0,1
325,ankle,英:/ˈæŋkl/ 美:/ˈæŋkl/,n. 踝关节，踝,,0,0,1
326,annex,英:/əˈneks/ 美:/əˈneks/,vt. 并吞；附加；获得 n. 附件；附属物；附属建筑物,,0,0,1
327,annihilate,英:/əˈnaɪəleɪt/ 美:/əˈnaɪəleɪt/,v. 消灭；歼灭；彻底消除；使无效；废止,,0,0,1
328,anniversary,英:/ˌænɪˈvɜːsəri/ 美:/ˌænɪˈvɜːrsəri/,n. 周年纪念；周年纪念日,,0,0,1
329,announce,英:/əˈnaʊns/ 美:/əˈnaʊns/,vt. 宣布；述说；预示；播报 vi. 宣布参加竞选；当播音员,,0,0,1
330,announcement,英:/əˈnaʊnsmənt/ 美:/əˈnaʊnsmənt/,"n. 通告,布告,通知;预告 宣告,宣布",,0,0,1
331,announcer,英:/ə'naʊnsə/ 美:/ə'naʊnsɚ/,"n. 宣告者 播音员,(尤指)广播员 (戏剧的)报幕员；(比赛的)解说员",,0,0,1
332,annoy,英:/əˈnɔɪ/ 美:/əˈnɔɪ/,vt. 骚扰；打搅；惹恼 vi. 令人讨厌；打搅；惹恼,,0,0,1
333,annoyance,英:/ə'nɒɪəns/ 美:/ə'nɔɪəns/,n. 烦恼；生气；令人讨厌的人或事情,,0,0,1
334,annual,英:/ˈænjuəl/ 美:/ˈænjuəl/,adj. 年度的；每年的 n. 年刊，年鉴；一年生植物,,0,0,1
335,annually,英:/'ænjuəli/ 美:/ˈænjʊəlɪ/,adv. 一年一次；每年,,0,0,1
336,another,英:/ə'nʌðə/ 美:/ə'nʌðɚ/,adj. 另外的；不同的；又一，另一 pron. 另一个；又一个,,0,0,1
337,answer,英:/'ɑːnsə/ 美:/'ænsɚ/,vt. 符合；回答 vi. 符合；回答,,0,0,1
338,ant,英:/ænt/ 美:/ænt/,n. 蚂蚁,,0,0,1
339,antagonism,英:/ænˈtæɡənɪzəm/ 美:/ænˈtæɡənɪzəm/,"n. 对抗, 敌对",,0,0,1
340,antagonist,英:/æn'tæg(ə)nɪst/ 美:/æn'tæɡənɪst/,n. 敌手；对手；[医]对抗剂，拮抗剂 ；[生]对抗肌,,0,0,1
341,Antarctic,英:/ænˈtɑːktɪk/ 美:/ænˈtɑːrktɪk/,adj. 南极的；南极地区的 n. 南极洲；南极地区（the Antarctic）,,1,0,1
342,antecedent,英:/ˌæntɪˈsiːdnt/ 美:/ˌæntɪˈsiːdnt/,n. 前情；先行词；祖先 adj. 在 ... 之前的；居先的,,0,0,1
343,antibiotic,英:/ˌæntibaɪˈɒtɪk/ 美:/ˌæntibaɪˈɑːtɪk/,"n. 抗生素, 抗菌素 adj. 抗生的；抗菌的",,0,0,1
344,anticipate,英:/ænˈtɪsɪpeɪt/ 美:/ænˈtɪsɪpeɪt/,"vt. 先于…行动 预感, 期望",,0,0,1
345,anticipation,英:/ænˌtɪsɪˈpeɪʃn/ 美:/ænˌtɪsɪˈpeɪʃn/,n. 预期；预料；期待，希望,,0,0,1
346,antique,英:/ænˈtiːk/ 美:/ænˈtiːk/,adj. 古老的，年代久远的；过时的，古董的；古风的，古式的 n. 古董，古玩；古风，古希腊和古罗马艺术风格,,0,0,1
347,antitrust,英:/æntɪ'trʌst/ 美:/ˌæntɪ'trʌst/,"adj. 反托拉斯的,反垄断的",,0,0,1
348,antonym,英:/ˈæntənɪm/ 美:/ˈæntənɪm/,n. [语]反义词,,0,0,1
349,antonymous,/'ænˌtɒnɪməs/,adj. 反义的,,0,0,1
350,anxiety,英:/æŋˈzaɪəti/ 美:/æŋˈzaɪəti/,n. 焦虑；挂念；渴望；令人焦虑的事,,0,0,1
351,anxious,英:/ˈæŋkʃəs/ 美:/ˈæŋkʃəs/,adj. 渴望的；担忧的；焦虑的；急切的,,0,0,1
352,anxiously,英:/'æŋkʃəsli/ 美:/ˈæ ŋkʃəslɪ/,adv. 焦急地；忧虑地；担心地,,0,0,1
353,any,英:/'enɪ/ 美:/'ɛni/,adj. 任何的；所有的；丝毫 pron. 任何；任何一个；若干,,0,0,1
354,anybody,英:/'enɪbɒdɪ/ 美:/'ɛnɪbɑdi/,pron. 任何人 n. 重要人物,,0,0,1
355,anyhow,英:/ˈenihaʊ/ 美:/ˈenihaʊ/,adv. 无论如何；不管怎样；总之,,0,0,1
356,anyone,英:/'enɪwʌn/ 美:/'ɛnɪ'wʌn/,pron. 任何人；任何一个,,0,0,1
357,anything,英:/'enɪθɪŋ/ 美:/'ɛnɪ'θɪŋ/,pron. 任何事,,1,1,1
358,anyway,英:/ˈeniweɪ/ 美:/ˈeniweɪ/,adv. 无论如何，不管怎样；总之,,0,0,1
359,anywhere,英:/'enɪweə/ 美:/'ɛnɪwɛr/,adv. 无论何处；在任何地方 n. 任何地方,,0,0,1
360,aortic,/ei'ɔ:tik/,adj. 大动脉的,,0,0,1
361,apart,英:/əˈpɑːt/ 美:/əˈpɑːrt/,adv. 分离着；相距；与众不同地 adj. 分离的；与众不同的,,0,0,1
362,apartment,英:/əˈpɑːtmənt/ 美:/əˈpɑːrtmənt/,"n. 一套房间, 一户 厅堂, 殿堂",,0,0,1
363,ape,英:/eɪp/ 美:/eɪp/,n. 猿；傻瓜；模仿者 vt. 模仿；抢台词,,0,0,1
364,apolitical,英:/eɪpə'lɪtɪk(ə)l/ 美:/ˌepə'lɪtɪkl/,"adj. 对政治不感兴趣的,与政治无关的 无政治意义的",,0,0,1
365,apologize,英:/əˈpɒlədʒaɪz/ 美:/əˈpɑːlədʒaɪz/,vt. & vi. 道歉,,0,0,1
366,apology,英:/əˈpɒlədʒi/ 美:/əˈpɑːlədʒi/,n. 道歉；谢罪；辩护；勉强的替代物,,0,0,1
367,apparatus,英:/ˌæpəˈreɪtəs/ 美:/ˌæpəˈrætəs/,"n. 运动器械, 器具, 仪器 机构, 组织 器官",,0,0,1
368,apparent,英:/əˈpærənt/ 美:/əˈpærənt/,adj. 显然的；表面上的,,0,0,1
369,apparently,英:/əˈpærəntli/ 美:/əˈpærəntli/,adv. 表面上；似乎；显然,,0,0,1
370,appeal,英:/əˈpiːl/ 美:/əˈpiːl/,vi. 呼吁，恳求；有吸引力，迎合爱好；诉诸，求助；上诉；（体育比赛中）诉诸裁判 n. 上诉；吸引力，感染力；呼吁，请求；诉诸裁判,,0,0,1
371,appealing,英:/əˈpiːlɪŋ/ 美:/əˈpiːlɪŋ/,adj. 上诉的 哀求的 有魅力的;动人的；吸引人的,,0,0,1
372,appear,英:/əˈpɪə(r)/ 美:/əˈpɪr/,vi. 出现；似乎；显得；[法]出庭,,0,0,1
373,appearance,英:/əˈpɪərəns/ 美:/əˈpɪrəns/,"n. 出现, 显露, 露面 外观, 外貌, 外表",,0,0,1
374,appendix,英:/əˈpendɪks/ 美:/əˈpendɪks/,n. 附录；阑尾；附加物,,0,0,1
375,appetite,英:/ˈæpɪtaɪt/ 美:/ˈæpɪtaɪt/,n. 食欲；嗜好,,0,0,1
376,applaud,英:/əˈplɔːd/ 美:/əˈplɑːd/,vt. 向…喝彩；赞同；称赞 vi. 喝彩；鼓掌欢迎,,0,0,1
377,applause,英:/əˈplɔːz/ 美:/əˈplɔːz/,n. 鼓掌欢迎；欢呼，喝采,,0,0,1
378,apple,英:/'æp(ə)l/ 美:/'æpl/,n. 苹果；[俚]家伙,,0,0,1
379,appliance,英:/əˈplaɪəns/ 美:/əˈplaɪəns/,n. 器具；应用；装置；器械,,0,0,1
380,applicable,英:/əˈplɪkəbl/ 美:/ˈæplɪkəbl/,adj. 适当的; 合适的,,0,0,1
381,applicant,英:/ˈæplɪkənt/ 美:/ˈæplɪkənt/,n. 申请人,,0,0,1
382,application,英:/ˌæplɪˈkeɪʃn/ 美:/ˌæplɪˈkeɪʃn/,"n. 申请, 申请表, 申请书 实际应用, 用途 施用, 敷用, 涂抹",,0,0,1
383,apply,英:/əˈplaɪ/ 美:/əˈplaɪ/,vt. 应用；申请；涂，敷 vi. 申请；适用；请求；涂，敷,,0,0,1
384,appoint,英:/əˈpɔɪnt/ 美:/əˈpɔɪnt/,vt. 任命；指定；约定 vi. 任命；委派,,0,0,1
385,appointment,英:/əˈpɔɪntmənt/ 美:/əˈpɔɪntmənt/,n. 约会；任命；设备；职位,,0,0,1
386,appreciable,英:/ə'priːʃəb(ə)l/ 美:/ə'priʃəbl/,"adj. 可预见的, 可估计的 增值的 相当可观的",,0,0,1
387,appreciably,/ə'pri:ʃəbli/,adv. 明显地；相当地；可察觉地,,0,0,1
388,appreciate,英:/əˈpriːʃieɪt/ 美:/əˈpriːʃieɪt/,v. 欣赏；赏识；重视；感激；感谢；欢迎；理解；意识到；领会；增值,,0,0,1
389,appreciation,英:/əˌpriːʃiˈeɪʃn/ 美:/əˌpriːʃiˈeɪʃn/,n. 欣赏；感激；鉴识；评价；增值,,0,0,1
390,appreciative,英:/əˈpriːʃətɪv/ 美:/əˈpriːʃətɪv/,"adj. 有欣赏力的;能确认价值的 表示赞赏的,感谢的",,0,0,1
391,apprentice,英:/əˈprentɪs/ 美:/əˈprentɪs/,"n. 学徒, 徒弟",,0,0,1
392,apprize,英:/ə'praɪz/ 美:/əˈpraɪz/,vt. 通知；报告,,0,0,1
393,approach,英:/əˈprəʊtʃ/ 美:/əˈproʊtʃ/,n. 接近；方法；途径 vt. 接近；着手处理,,0,0,1
394,appropriate,英:/əˈprəʊpriət/ 美:/əˈproʊpriət/,"adj. 适当的, 恰当的 vt. 挪用; 占用; 盗用；拨出(款项)",,0,0,1
395,approval,英:/əˈpruːvl/ 美:/əˈpruːvl/,n. 赞成；批准；认可,,0,0,1
396,approve,英:/əˈpruːv/ 美:/əˈpruːv/,vt. 批准；赞成；为…提供证据 vi. 批准；赞成；满意,,0,0,1
397,approximate,英:/əˈprɒksɪmət/ 美:/əˈprɑːksɪmət/,"adj. 近似的, 大约的 vt. & vi. 近似, 接近",,0,0,1
398,approximately,英:/əˈprɒksɪmətli/ 美:/əˈprɑːksɪmətli/,"adv. 近似地,大约",,0,0,1
399,approximation,"英:/ə,prɒksɪ'meɪʃn/ 美:/ə'prɑksə'meʃən/",n. 接近 近似额;概算 近似值 粗略估计,,0,0,1
400,April,英:/ˈeiprəl/ 美:/ˈeiprəl/,n. 四月,,0,0,1
401,apt,英:/æpt/ 美:/æpt/,adj. 有…倾向的；恰当的；灵敏的,,0,0,1
402,aptitude,英:/ˈæptɪtjuːd/ 美:/ˈæptətuːd/,n. 天资；天生的才能；天赋,,0,0,1
403,Arab,/'ærəb/,adj. 阿拉伯的 n. 阿拉伯人；阿拉伯马,,0,0,1
404,Arabian,英:/əˈreɪbi:ən/ 美:/əˈrebiən/,adj. 阿拉伯的；阿拉伯人的 n. 阿拉伯人,,0,0,1
405,Arabic,/'ærəbik/,adj. 阿拉伯的；阿拉伯人的 n. 阿拉伯语,,0,0,1
406,arbitrary,英:/ˈɑːbɪtrəri/ 美:/ˈɑːrbɪtreri/,"adj. 随意的, 主观的 专横的, 独断专行的",,0,0,1
407,arbitrate,英:/ˈɑːbɪtreɪt/ 美:/ˈɑːrbɪtreɪt/,v. 仲裁,,0,0,1
408,arbitration,英:/ɑːbɪ'treɪʃ(ə)n/ 美:/ˌɑrbɪ'treʃən/,n. 仲裁；公断,,0,0,1
409,arbitrator,英:/'ɑːbɪtreɪtə/ 美:/'ɑrbə'tretɚ/,n. 仲裁人；公断人,,1,0,1
410,arc,英:/ɑːk/ 美:/ɑːrk/,n. 弧（度）；弧形物；天穹；弧光（全称electric arc） adj. 圆弧的；反三角函数的,,0,0,1
411,arch,英:/ɑːtʃ/ 美:/ɑːrtʃ/,n. 拱（支撑如桥梁或房屋上部的弧形结构）；拱门；拱形；拱形物；足背；足弓 v.（使）成弓形；呈拱形覆盖；呈弧形横跨；（表示惊奇或不赞同）扬起（眉毛） adj. 调皮的；淘气的；傲慢自大的,,0,0,1
412,archaeologist,英:/ˌɑ:ki'ɔlədʒist/ 美:/ˌ ɑrkɪˈ ɑləd ʒɪst/,n. 考古学家,,0,0,1
413,archaeology,英:/ˌɑːkɪ'ɒlədʒɪ/ 美:/ˌɑrkɪ'ɑlədʒi/,n. 考古学,,0,0,1
414,architect,英:/ˈɑːkɪtekt/ 美:/ˈɑːrkɪtekt/,n. 建筑师 n. 【喻】缔造者；创造者,,0,0,1
415,architecture,英:/ˈɑːkɪtektʃə(r)/ 美:/ˈɑːrkɪtektʃər/,n. 建筑学；结构；一座建筑物；总称建筑物；建筑风格；【计算机】计算机构造，架构，体系结构，结构格式,,0,0,1
